id	text	HS	TR	AG
21839	si cogiendo ejemplo arabes mal vamos	1	0	0
21840	uses puto we — cállate puto maricon hijo perra	0	0	0
21842	i liked video estudiante sueca detiene avión impide deportación inmigrante	0	0	0
21843	0 típico gilipollas grita puta llevar escote ir enseñando nalgas voy vestir quiera subnormal mierda	0	0	0
21844	manga pitos cortos hijos puta voy enseñar q respeto puto patada partes intimas voy dar mujeres ustedes tampoco salvan conchas retobadas	1	0	1
21845	israel punto aprobar ley legalizará segregación árabes judíos	0	0	0
21846	realidad paralela universo alternativo hoy dia según atentado informe indocumentado nico noche fotos redes sociales bailando copas altamira village	0	0	0
21847	despacio mirándome cachonda besándome deejar moverte coño aprieta fuerte polla entra …	0	0	0
21848	horas tocándonos coño 0 enero caballeros dispérsense	0	0	0
21849	callate hijo perra	0	0	0
21850	muestras gustaria poder meter polla culo concha	1	1	1
21851	osea si quieres enseñar culo haces convierte prostituta puta vaya	1	0	0
21852	dos #refugiados llegaron #aquarius relatan #mallorca horrores vividos #libia porqué salieron países #sudán #camerún	0	0	0
21853	bien quedaba lucas solo pone hernández sino además deja tilde homenaje analfabetos gabachos pusieron mundial	0	0	0
21854	callate vos puta mierda	1	1	1
21855	encanta gente piense árabe	0	0	0
21856	miriam mireya ana merecía salvación hizo actuación puta madre #otdirecto0d	0	0	0
21857	cállate puta voca perra	1	1	1
21858	perrita novio merece tan lindo hermoso osito peluche medio pendejo puta	1	1	1
21860	país población autóctona derechos si inmigrantes indocumentados violentos malo vamos acabar mal	1	0	1
21861	[0 0 0 0] mili zorra veo hora enseñarte denuevo [0 0 0 0] mili zorra pelos voy agarrar amor	0	0	0
21862	vengo diciendo solamente válgame dios ahí vais viendo viene encima	0	0	0
21863	weón perra puso ladrar ahora callada miedo aaaaaaaa voy quemar casa	0	0	0
21864	vv puta vida cállate alejate ptm	0	0	0
21865	chileee cuándo visitan sudacas	0	0	0
21866	stranger things merecía ganar hijos mil puta chupan pija #goldenglobes0	0	0	0
21868	#wk0cl hacen ganar pala okada naito merecia puta q enojado	0	0	0
21869	hermana perra	1	1	1
21870	james majestad haciendo va enseñar polla final	0	0	0
21871	va durar quiera callate zorra	1	1	1
21872	cuarto 0 0 años aún piensas forma deja pensar mujer guarra enseñar cuerpo empieza echar cabeza cielo mundo come	0	0	0
21874	parece bien ver si ceeen q vamos amedrentar catalufos habas	0	0	0
21875	culpa invasiön negratas dicho marlasca … valientes papeles bienvenidos refugiados etc etc culpa culpa	1	0	1
21876	cara zorra	1	1	1
21878	oh empanada arabe llegaste vida volando	0	0	0
21879	sigue hiriart largue chile dejé molestando mexicanos larguese asqueroso sudaca	1	1	1
21881	cállate asquerosa puta mierda zorra	1	1	1
21882	#yoaborte hipócritas quieren ser europeos pelotudeces decís europa mayoría países aborto legal vuelven ser provincianos aterrados curitas pueblo sudacas iletrados	1	0	1
21883	ches güeros pendejos	1	0	1
21884	mismos defienden asaltaron valla ceuta atacando guardia civil cal viva piedras bolas mierda dicen gente pacífica vienen delinquir	1	0	1
21885	dice andres calles maldita perra	1	1	1
21886	callate bok zorra mal parida	1	1	1
21888	si quieres acabar cárcel callate puta boca	0	0	0
21889	#elcascabel0a voy tarde dedicado idiota rubia tertulia españa ciudad sur lleno subsaharianos digo parece 0k inmigrantes llevaba barrio después hablamos	1	0	0
21890	youxo habla arabe imagino hablando reves plan q vida va hacia atras	0	0	0
21891	cállate estúpida perra	1	1	1
21893	atendían terroristas tiempo asesinaban niños palestinos menores d 0 años docenas cientos d metros francotiradores seguro humanismo sionismo ahora quitan ciudadanía israelí judio drusos árabes palestinos idioma	1	0	1
21894	chica zorra simple hecho tener amistades pene mujeres podemos tener amigos hombres necesidad simple amistad triste pueda tener amigos famosos tachen zorra robafama	0	0	0
21896	jajajajaj re paso hijo puta merecia igual unas bardeadas	0	0	0
21897	gobierno socialista hecho entrar vigor acuerdo marruecos árabe cultura marroquí prioridad españa tal defiende evitar islamización españa	0	0	0
21898	flow mujeres seres luz gracias peor gente da rt puta mierda tweet manipulador	0	0	0
21899	créeme estudio veterinaria perra	1	1	1
21900	gran puta enseñarles cojer pío	0	0	0
21901	callate perra desgraciada enojada vos pd cuñadas	1	1	1
21902	callate valla vos vas estat igual zorra mierda	1	1	1
21903	igual baja re perra imbécil va venir decir toca acá	1	1	1
21904	haciendo respecto niños ciudadanos indocumentados país debes asumir responsabilidad gente	1	1	0
21905	jajajajajajajajaja van quedando evidencia seudo gurús shilensis sudacas cuete	1	0	1
21906	cállate puta boca voy reventar hostias payaso	0	0	0
21907	wow whatsapp ahora permite compartir ubicación enviar imágenes contactos indocumentados	1	0	0
21909	voces mujeres puta debilidad obvio cualquiera	0	0	0
21910	votantes cambiemos q chicos parece q enseñaron q ser hijos puta mal	0	0	0
21911	insisto maldita hora culpa propios peruanos congreso lleno escoria	0	0	0
21912	haha ay cállate si aquí perra sexual profes 0 cola ojete	1	1	1
21913	todas cosas posibles creen #abogado #immigration #immigrants #inmigrantes #inmigracion #inmigración #jorgerivera #abogadodeinmigracion #casosdeinmigración #indocumentados #daca #tps #visa #deportadosentijuana #deporta…	0	0	0
21914	comparar perra ofender género perruno mujer hiena hecho daño irreparable venezuela perra dejen hipocresía	1	1	1
21915	socialistas familia putos moros	1	0	1
21916	ultima hora ministro interior grande marlaska dicho guardias civiles ceuta salte valla negro wuassap detengan trasladen inmediatamente domicilio madrid	1	1	1
21917	coalición árabe entregó ayuda 0 0 millones dólares yemen	0	0	0
21918	mas flaca creo q kiero	0	0	0
21919	putos negratas noos van robar toda pasta iñaqui menos mal panamá	1	0	0
21921	hola según iba subir fotos cada semana ocupado haciéndome pendejo hoy traigo domino güero veían cagados solo…	0	0	0
21922	pasaron árabe explotó xv jajajajaj	0	0	0
21923	paro estructural 0 trabajo ningún inmigrante sobran presentes africanos traen patera trabajan ilegalmente hunden salarios viven impuestos lastre	1	0	1
21924	tan fuerte polla entrando culo	0	0	0
21925	logramos carajooooo logramos sabía íbamos íbamos poder amo puta madre merecíamos sueño equipo	0	0	0
21926	ridículas puta madre da sarna leerlas	1	0	1
21928	quieres ver polla dura sucia — si deseas enseñarla claro	0	0	0
21929	asco concha bien madre ortiva hijo puta mereces peor	0	0	0
21930	cállate hijo tres mil puta vos sos responsable pasa vos tenes micrófono defendes	0	0	0
21931	vamos pp llevado autobús senegal mauritania argelia dejado marruecos ale saltar patera ruines valerio pide colaboración culpa pp avalancha inmigrantes hizo deberes	0	0	0
21932	cállate viejo odiador escoria país miseria décadas único bueno viejo cerca infierno nunca	0	0	0
21933	gustado vídeo molotov frijolero vivo	0	0	0
21934	cuántas veces ríe mujer chiste tres veces cuentan explican entiende	1	0	0
21935	online thalia peliroja canchonda busca polla bien guarra #sexo #webcam	0	0	0
21936	si enseñaran amor propio así enseñan matemáticas bullying acoso baja autoestima segregación tan evidente existiría apoyaríamos jamás sabotearíamos diario twittero	0	0	0
21937	recibes así provocarme folle cierto toda puta adicta polla	1	1	1
21939	violaron salir calle así ves vestida puta culpa provocar hombres	1	1	1
21940	iván mejor trabaja pedazo imbécil deja paracitar politica escoria inutil	0	0	0
21942	permitir país llene subsaharianos obtener cambio título mundial fútbol precio alto pagando franceses semejante baratija	1	0	0
21945	contando sara pasó 0 0 llamando zorra culpa ok jajsajaksjaksakjskj	0	0	0
21946	#reseña lágrimas inmigrante karem suárez #libros #lectura #escritoras #mindfulness #crecimientopersonal	0	0	0
21947	basta victimizar cacho época acoso violación mismo ahora 0	0	0	0
21949	perra callada gusta	1	1	1
21950	eternos indocumentados hacelotodo vendelotodo comelotodo primeros sacar cuchillo tristes tristes mundo compatriotas hermanos	1	0	0
21951	único debe votar mujer tetas hacen deporte #gravedadantetodo	1	0	0
21952	callate puta gracias	1	1	1
21953	pinche estupida pendeja buena ser puta	1	1	1
21954	tio 0 años camerún pais guerra espero note ironia dos hijos puede mantener mitad africanos dice dedicado violar menores animales salió camerún inmigrante económico dice	1	0	0
21956	árabes dan asco	1	0	1
21957	paso sánchez ablación hijas adolescentes inmigrantes subsaharianos cubierta seguridad social	1	0	1
21958	señora hablando pulmón amiga 0cm cállate puta vez	1	1	1
21960	paren traidores 0 ilegales subsaharianos entran ceuta tras violento salto masivo	1	0	1
21961	ana war puede inventarse letra llamarme hijo puta voy adorar igual #otdirecto0d	0	0	0
21962	sentirá alguien libre llamarme puta enseñar pezón	1	1	1
21963	cállate perra ascerosa	1	1	1
21964	insistencia flirsteo correspondencia acoso violación delito admito interpretación justifique situaciones ver video	0	0	0
21965	alguna co secuencias siendo peores graves papeles joven sufre seis fracturas tras ser arrollada grupo manteros gran vía vía	1	0	0
21967	sacar patadas judios territorio arabe palestino urgente	1	0	1
21968	cállate perra rolon perdón poner tweets emos	1	1	1
21969	pues comemela	0	0	0
21970	puta mereces ser venezolana vida pasada excesos britni linsy	1	1	1
21971	exclusivas #túnicas #arabes hombre detalles #altacostura #thawb #jalabiya #jubah #gandura talles	0	0	0
21972	crush dice buscando novia puta madre mirame aki amor q anotarme	0	0	0
21973	0 0 invasores negros africanos preparan invadir españa próximos meses sólo uso contundente armas fronteras españolas podrá detener revertir efecto llamada creado gobierno pedro sánchez	1	0	1
21974	puta vez quedo callada echáis mierda pues sabéis metido	0	0	0
21975	callate cara judío burgues exiliado zapallo deja robar tenes talento hijo puta tenes menos talento rengo basquet hijo puta seguro sos pedofilo retrasado hacer humor tan mierda hijo re mil puta	0	0	0
21976	hoy platica 0 jeques arabes — zona méxico fnsm — aguascalientes — chaskas — aguascalientes — bombas gente buena necaxa — aguascalientes entonces hacen demás país — sinceramente	0	0	0
21977	modo avión modo diablo modo arabe	1	0	0
21978	importa cállate zorra quita novias	1	1	1
21979	gustado vídeo asalto valla ceuta 0 guardias civiles heridos gobierno	0	0	0
21980	callate vez q toy feliz quiero compartir china puta	1	1	1
21981	dos contrataciones pueden jugar sudaca dando entender prioridad liga ojo busquen significado prioridad quiere decir vayan olvidar si dan resultados aun priorizando liga maravilloso	0	0	0
21982	escoria digno orador	0	0	0
21983	cada quién ofende quiere absurdo sancionar lenguaje ofensivo neta viene valiendo dos héctareas si dicen pinche güerito justifiquen bien güeros época lugar ogts pffffft	1	0	1
21984	bueno dijo gracias callate puta siempre	1	1	1
21985	perra tan inteligente mereces galletita	0	0	0
21986	traes santos ovarios luego pretendes cargárselos anda vete m	0	0	0
21987	justifica sino tenes pruebas inventas violación acoso dejar mal parada parte hoy fácil hacer	0	0	0
21988	callate perra	1	1	1
21989	mujeres historiales acoso violación cuestas encuentran señora barba pene vestuario	0	0	0
21990	japón entreabre puerta inmigración apremiado escasez laboral	0	0	0
21991	pueblo castilla profunda suerte pueblo grande zorra	1	1	1
21993	quién dijo mujer puta tener vida sexual activa pinche siglo viven	0	0	0
21994	lisa agradece tenes dueño corazón mereces ahorque perra hdp	1	1	1
21995	callate boca tilinga perra frígida castrada	1	1	1
21996	debería sacar libro cuente todas veces deseado muerte tonterías puta payasa deseo muerte dos veces puto dibujo mierda echarse reír	1	1	1
21997	jajajajajajajaja sé perra bien buena sofía aprovecha nobleza	1	1	1
21998	coño moreno mirar puto estudio unodc europa	0	0	0
21999	mio oficial cualquier puta especial	1	1	1
22000	poeta puta idea fútbol si hace mal trabajo mierda aquí perú	0	0	0
22001	puta puta trata puta mujer mujer trata mujer	1	0	1
22002	puta madre callate	0	0	0
22003	operativo acoso prepotencia violacion derechos civiles sujetos fungen policía secuestrar	0	0	0
22004	traducido concha spoileando voy re atrás callate puta parió	0	0	0
22006	hecho colombia especie país perteneciente sudaca sudados sudamericanos hablan lento acento espantoso incomprensible piensan aún mas lento siembran cocaína maletas turistas extranjeros aeropuertos	1	0	0
22007	hijo puta merecía pateadura	0	0	0
22009	indocumentado marica	1	1	1
22010	juego puta madre tio lodigo video risa tendria enseñaryoajjaja mentira 0 cuidate bro	0	0	0
22011	empiezas puta madre año jeje alegro ostia bro mereces	0	0	0
22013	mismos árabes digan facciones árabes	0	0	0
22015	vecina gritándole madre guarra guarra guarra guarra haces guarra imbécil imbécil si diciendo esperes esperas gilipollas oyes gilipollas guarra guarra dakota vecina enfin	0	0	0
22016	pp vuelto casado siembra vientos recoge vicepresidente diputación alicante pp aboga deportaciones masivas inmigrantes acusa invasión silenciosa vía	0	0	0
22017	permuto 0 millones dolares 0 0 bolivianos indocumentados pululan calles argentinas haciendo piquetes manteros narcos planeros	1	0	1
22018	mayoría población unidos inmigrante si unieran derechos situación podría ser diferente	0	0	0
22019	tres indocumentados narcóticos armas asegurados cateo domiciliario calexico #lacrónicabc	0	0	0
22020	claro puesto imbécil muchas dado aludidas ahora acoso derribo	0	0	0
22022	alohomora c sort des arabes	0	0	0
22023	callate vos mandaste frente zorra jajajajajajajja	1	1	1
22024	jajajaja perra amiga si vamos 0to dan putería	0	0	0
22025	acojonante ver tele prensa supuesto representante sindicato manteros indocumentados ilegales orden expulsión tal pagan impuestos joder comerciantes legales sindicato #felizlunes	1	0	1
22026	hamman aldalus baños árabes relajación	0	0	0
22027	mal solo cosas mal viste digo calles seguis gran puta loca vos jajajajajaja basta	1	1	1
22029	cállate vos sos mas zorra china suárez	1	1	1
22030	trump urge congreso aprobar recursos construir muro rápido pues contraten mexicanos indocumentados levantarlo final deporten	1	0	1
